Protein_1	Protein_2	GN	PP	GF	GC	IN
Rv0801	Rv0885	0	1	0	0	0
Rv0801	Rv0887c	0	1	0	0	0
Rv0801	Rv0895	0	1	0	0	0
Rv0801	Rv0910	0	1	0	0	0
Rv0801	Rv0940c	0	1	0	0	0
Rv0801	Rv0954	0	1	0	0	0
Rv0801	accD3	0	1	0	0	0
Rv0801	citA	0	1	0	0	0
Rv0801	gltA2	0	1	0	0	0
Rv0801	lpqS	0	1	0	0	0
Rv0801	mku	0	1	0	0	0
Rv0801	moaA2	0	1	0	0	0
Rv0801	moaD2	0	1	0	0	0
Rv0801	pstA1	0	1	0	0	0
Rv0801	pstC2	0	1	0	0	0
Rv0801	purF	0	1	0	0	0
Rv0801	purM	0	1	0	0	0
Rv0801	rimJ	0	1	0	0	0
Rv0810c	Rv0814c	0	1	0	0	0
Rv0810c	Rv0870c	0	1	0	0	0
Rv0810c	Rv0898c	0	1	0	0	0
Rv0810c	csoR	0	1	0	0	0
Rv0810c	ctpV	0	1	0	0	0
Rv0810c	echA6	0	1	0	0	0
Rv0810c	moaB2	0	1	0	0	0
Rv0810c	mog	0	1	0	0	0
Rv0810c	phoT	0	1	0	0	0
Rv0810c	phoY2	0	1	0	0	0
Rv0810c	pstB	0	1	0	0	0
Rv0813c	Rv0814c	1	0	0	0	0
Rv0813c	Rv0818	0	1	0	0	0
Rv0813c	Rv0849	0	1	0	0	0
Rv0813c	Rv0879c	0	1	0	0	0
Rv0813c	Rv0880	0	1	0	0	0
Rv0813c	Rv0885	0	1	0	0	0
Rv0813c	Rv0887c	0	1	0	0	0
Rv0813c	Rv0895	0	1	0	0	0
Rv0813c	Rv0910	0	1	0	0	0
Rv0813c	Rv0940c	0	1	0	0	0
Rv0813c	Rv0954	0	1	0	0	0
Rv0813c	accD3	0	1	0	0	0
Rv0813c	citA	0	1	0	0	0
Rv0813c	gltA2	0	1	0	0	0
Rv0813c	lpqS	0	1	0	0	0
Rv0813c	mku	0	1	0	0	0
Rv0813c	moaA2	0	1	0	0	0
Rv0813c	moaD2	0	1	0	0	0
Rv0813c	pstA1	0	1	0	0	0
Rv0813c	pstC2	0	1	0	0	0
Rv0813c	rimJ	0	1	0	0	0
Rv0814c	Rv0870c	0	1	0	0	0
Rv0814c	Rv0898c	0	1	0	0	0
Rv0814c	csoR	0	1	0	0	0
Rv0814c	ctpV	0	1	0	0	0
Rv0814c	cysA2	1	0	0	0	0
Rv0814c	echA6	0	1	0	0	0
Rv0814c	moaB2	0	1	0	0	0
Rv0814c	mog	0	1	0	0	0
Rv0814c	phoT	0	1	0	0	0
Rv0814c	phoY2	0	1	0	0	0
Rv0814c	pstB	0	1	0	0	0
Rv0818	Rv0849	0	1	0	0	0
Rv0818	Rv0879c	0	1	0	0	0
Rv0818	Rv0880	0	1	0	0	0
Rv0818	Rv0885	0	1	0	0	0
Rv0818	Rv0887c	0	1	0	0	0
Rv0818	Rv0895	0	1	0	0	0
Rv0818	Rv0910	0	1	0	0	0
Rv0818	Rv0940c	0	1	0	0	0
Rv0818	Rv0954	0	1	0	0	0
Rv0818	accD3	0	1	0	0	0
Rv0818	citA	0	1	0	0	0
Rv0818	gltA2	0	1	0	0	0
Rv0818	lpqS	0	1	0	0	0
Rv0818	mku	0	1	0	0	0
Rv0818	moaA2	0	1	0	0	0
Rv0818	moaD2	0	1	0	0	0
Rv0818	pstA1	0	1	0	0	0
Rv0818	pstC2	0	1	0	0	0
Rv0818	rimJ	0	1	0	0	0
Rv0825c	Rv0830	0	1	0	0	0
Rv0825c	Rv0877	0	1	0	0	0
Rv0825c	Rv0893c	0	1	0	0	0
Rv0825c	Rv0909	0	1	0	0	0
Rv0825c	Rv0958	0	1	0	0	0
Rv0825c	Rv0965c	0	1	0	0	0
Rv0825c	accA2	0	1	0	0	0
Rv0825c	grcC2	0	1	0	0	0
Rv0825c	kmtR	0	1	0	0	0
Rv0825c	moaE2	0	1	0	0	0
Rv0830	Rv0877	0	1	0	0	0
Rv0830	Rv0893c	0	1	0	0	0
Rv0830	Rv0909	0	1	0	0	0
Rv0830	Rv0958	0	1	0	0	0
Rv0830	Rv0965c	0	1	0	0	0
Rv0830	accA2	0	1	0	0	0
Rv0830	grcC2	0	1	0	0	0
Rv0830	moaE2	0	1	0	0	0
Rv0849	Rv0879c	0	1	0	0	0
Rv0849	Rv0880	0	1	0	0	0
Rv0849	Rv0885	0	1	0	0	0
Rv0849	Rv0887c	0	1	0	0	0
Rv0849	Rv0895	0	1	0	0	0
Rv0849	Rv0910	0	1	0	0	0
Rv0849	Rv0940c	0	1	0	0	0
Rv0849	Rv0954	0	1	0	0	0
Rv0849	accD3	0	1	0	0	0
Rv0849	citA	0	1	0	0	0
Rv0849	gltA2	0	1	0	0	0
Rv0849	mku	0	1	0	0	0
Rv0849	moaA2	0	1	0	0	0
Rv0849	moaD2	0	1	0	0	0
Rv0849	pstA1	0	1	0	0	0
Rv0849	pstC2	0	1	0	0	0
Rv0849	rimJ	0	1	0	0	0
Rv0852	pepD	0	1	0	0	0
Rv0852	prrB	0	1	0	0	0
Rv0870c	Rv0898c	0	1	0	0	0
Rv0870c	csoR	0	1	0	0	0
Rv0870c	cspB	1	0	0	0	0
Rv0870c	ctpV	0	1	0	0	0
Rv0870c	echA6	0	1	0	0	0
Rv0870c	moaB2	0	1	0	0	0
Rv0870c	pstB	0	1	0	0	0
Rv0877	Rv0893c	0	1	0	0	0
Rv0877	Rv0909	0	1	0	0	0
Rv0877	Rv0958	0	1	0	0	0
Rv0877	Rv0965c	0	1	0	0	0
Rv0877	accA2	0	1	0	0	0
Rv0877	grcC2	0	1	0	0	0
Rv0879c	Rv0880	1	1	0	0	0
Rv0879c	Rv0885	0	1	0	0	0
Rv0879c	Rv0887c	0	1	0	0	0
Rv0879c	Rv0895	0	1	0	0	0
Rv0879c	Rv0910	0	1	0	0	0
Rv0879c	Rv0940c	0	1	0	0	0
Rv0879c	Rv0954	0	1	0	0	0
Rv0879c	accD3	0	1	0	0	0
Rv0879c	citA	0	1	0	0	0
Rv0879c	gltA2	0	1	0	0	0
Rv0879c	mku	0	1	0	0	0
Rv0879c	pstA1	0	1	0	0	0
Rv0879c	pstC2	0	1	0	0	0
Rv0879c	rimJ	0	1	0	0	0
Rv0880	Rv0885	0	1	0	0	0
Rv0880	Rv0887c	0	1	0	0	0
Rv0880	Rv0895	0	1	0	0	0
Rv0880	Rv0910	0	1	0	0	0
Rv0880	Rv0940c	0	1	0	0	0
Rv0880	Rv0954	0	1	0	0	0
Rv0880	accD3	0	1	0	0	0
Rv0880	citA	0	1	0	0	0
Rv0880	gltA2	0	1	0	0	0
Rv0880	mku	0	1	0	0	0
Rv0880	pstA1	0	1	0	0	0
Rv0880	pstC2	0	1	0	0	0
Rv0880	rimJ	0	1	0	0	0
Rv0885	Rv0887c	0	1	0	0	0
Rv0885	Rv0895	0	1	0	0	0
Rv0885	Rv0910	0	1	0	0	0
Rv0885	Rv0940c	0	1	0	0	0
Rv0885	Rv0954	0	1	0	0	0
Rv0885	accD3	0	1	0	0	0
Rv0885	citA	0	1	0	0	0
Rv0885	gltA2	0	1	0	0	0
Rv0885	mku	0	1	0	0	0
Rv0885	pstA1	0	1	0	0	0
Rv0885	pstC2	0	1	0	0	0
Rv0885	rimJ	0	1	0	0	0
Rv0887c	Rv0895	0	1	0	0	0
Rv0887c	Rv0910	0	1	0	0	0
Rv0887c	Rv0940c	0	1	0	0	0
Rv0887c	Rv0954	0	1	0	0	0
Rv0887c	accD3	0	1	0	0	0
Rv0887c	citA	0	1	0	0	0
Rv0887c	gltA2	0	1	0	0	0
Rv0887c	mku	0	1	0	0	0
Rv0887c	pstA1	0	1	0	0	0
Rv0887c	pstC2	0	1	0	0	0
Rv0887c	rimJ	0	1	0	0	0
Rv0890c	Rv0986	0	1	0	1	0
Rv0890c	mprA	0	1	0	0	0
Rv0890c	prrA	0	1	0	0	0
Rv0891c	Rv0894	0	1	0	0	0
Rv0891c	Rv0945	0	1	0	0	0
Rv0891c	Rv0950c	0	1	0	0	0
Rv0891c	Rv0955	0	1	0	0	0
Rv0891c	Rv0992c	0	1	0	0	0
Rv0891c	Rv0996	0	1	0	0	0
Rv0891c	Rv1005c	0	1	0	0	0
Rv0891c	mprB	0	1	0	0	0
Rv0891c	pgi	0	1	0	0	0
Rv0891c	purH	0	1	0	0	0
Rv0891c	sucC	0	1	0	0	0
Rv0893c	Rv0909	0	1	0	0	0
Rv0893c	Rv0958	0	1	0	0	0
Rv0893c	Rv0965c	0	1	0	0	0
Rv0893c	accA2	0	1	0	0	0
Rv0893c	grcC2	0	1	0	0	0
Rv0894	Rv0945	0	1	0	0	0
Rv0894	Rv0950c	0	1	0	0	0
Rv0894	Rv0955	0	1	0	0	0
Rv0894	Rv0992c	0	1	0	0	0
Rv0894	Rv0996	0	1	0	0	0
Rv0894	Rv1005c	0	1	0	0	0
Rv0894	mprB	0	1	0	0	0
Rv0894	pgi	0	1	0	0	0
Rv0894	purH	0	1	0	0	0
Rv0894	sucC	0	1	0	0	0
Rv0895	Rv0910	0	1	0	0	0
Rv0895	Rv0940c	0	1	0	0	0
Rv0895	Rv0954	0	1	0	0	0
Rv0895	accD3	0	1	0	0	0
Rv0895	gltA2	0	1	0	0	0
Rv0895	mku	0	1	0	0	0
Rv0895	pstA1	0	1	0	0	0
Rv0895	pstC2	0	1	0	0	0
Rv0895	rimJ	0	1	0	0	0
Rv0898c	csoR	0	1	0	0	0
Rv0898c	ctpV	0	1	0	0	0
Rv0898c	echA6	0	1	0	0	0
Rv0898c	moaB2	0	1	0	0	0
Rv0898c	pstB	0	1	0	0	0
Rv0909	Rv0958	0	1	0	0	0
Rv0909	Rv0965c	0	1	0	0	0
Rv0909	accA2	0	1	0	0	0
Rv0909	grcC2	0	1	0	0	0
Rv0910	Rv0940c	0	1	0	0	0
Rv0910	Rv0954	0	1	0	0	0
Rv0910	mku	0	1	0	0	0
Rv0910	pstA1	0	1	0	0	0
Rv0910	pstC2	0	1	0	0	0
Rv0910	rimJ	0	1	0	0	0
Rv0940c	Rv0954	0	1	0	0	0
Rv0940c	rimJ	0	1	0	0	0
Rv0945	Rv0950c	0	1	0	0	0
Rv0945	Rv0955	0	1	0	0	0
Rv0945	Rv0992c	0	1	0	0	0
Rv0945	Rv0996	0	1	0	0	0
Rv0945	Rv1005c	0	1	0	0	0
Rv0945	mprB	0	1	0	0	0
Rv0945	pgi	0	1	0	0	0
Rv0945	purH	0	1	0	0	0
Rv0945	sucC	0	1	0	0	0
Rv0948c	Rv0968	0	1	0	0	0
Rv0950c	Rv0955	0	1	0	0	0
Rv0950c	Rv0992c	0	1	0	0	0
Rv0950c	Rv0996	0	1	0	0	0
Rv0950c	Rv1005c	0	1	0	0	0
Rv0950c	mprB	0	1	0	0	0
Rv0950c	purH	0	1	0	0	0
Rv0950c	sucC	0	1	0	0	0
Rv0954	rimJ	0	1	0	0	0
Rv0955	Rv0992c	0	1	0	0	0
Rv0955	Rv0996	0	1	0	0	0
Rv0955	Rv1005c	0	1	0	0	0
Rv0955	mprB	0	1	0	0	0
Rv0955	purH	0	1	0	0	0
Rv0955	purN	1	0	0	0	0
Rv0958	Rv0965c	0	1	0	0	0
Rv0958	accA2	0	1	0	0	0
Rv0958	grcC2	0	1	0	0	0
Rv0965c	accA2	0	1	0	0	0
Rv0965c	grcC2	0	1	0	0	0
Rv0991c	Rv0992c	1	0	0	0	0
Rv0992c	Rv0996	0	1	0	0	0
Rv0992c	Rv1005c	0	1	0	0	0
Rv0992c	galU	1	0	0	0	0
Rv0996	Rv1005c	0	1	0	0	0
aac	Rv0263c	1	1	0	0	0
aac	Rv0273c	0	1	0	0	0
aac	Rv0276	0	1	0	0	0
aac	Rv0281	0	1	0	0	0
aac	Rv0293c	0	1	0	0	0
aac	Rv0308	0	1	0	0	0
aac	Rv0310c	0	1	0	0	0
aac	Rv0314c	0	1	0	0	0
aac	Rv0333	0	1	0	0	0
aac	Rv0340	0	1	0	0	0
aac	Rv0369c	0	1	0	0	0
aac	Rv0371c	0	1	0	0	0
aac	Rv0373c	0	1	0	0	0
aac	Rv0377	0	1	0	0	0
aac	Rv0380c	0	1	0	0	0
aac	Rv0385	0	1	0	0	0
aac	Rv0398c	0	1	0	0	0
aac	Rv0420c	0	1	0	0	0
aac	Rv0421c	0	1	0	0	0
aac	Rv0434	0	1	0	0	0
aac	Rv0435c	0	1	0	0	0
aac	Rv0448c	0	1	0	0	0
aac	Rv0458	0	1	0	0	0
aac	Rv0459	0	1	0	0	0
aac	Rv0460	0	1	0	0	0
aac	Rv0461	0	1	0	0	0
aac	Rv0463	0	1	0	0	0
aac	Rv0472c	0	1	0	0	0
aac	Rv0477	0	1	0	0	0
aac	Rv0479c	0	1	0	0	0
aac	Rv0480c	0	1	0	0	0
aac	Rv0484c	0	1	0	0	0
aac	Rv0497	0	1	0	0	0
aac	Rv0516c	0	1	0	0	0
aac	Rv0525	0	1	0	0	0
aac	Rv0535	0	1	0	0	0
aac	Rv0541c	0	1	0	0	0
aac	Rv0566c	0	1	0	0	0
aac	Rv0575c	0	1	0	0	0
aac	Rv0576	0	1	0	0	0
aac	Rv0580c	0	1	0	0	0
aac	Rv0600c	0	1	0	0	0
aac	Rv0658c	0	1	0	0	0
aac	Rv0669c	0	1	0	0	0
aac	Rv0686	0	1	0	0	0
aac	Rv0695	0	1	0	0	0
aac	Rv0697	0	1	0	0	0
aac	Rv0712	0	1	0	0	0
aac	Rv0713	0	1	0	0	0
aac	Rv0725c	0	1	0	0	0
aac	Rv0726c	0	1	0	0	0
aac	Rv0731c	0	1	0	0	0
aac	Rv0738	0	1	0	0	0
aac	Rv0756c	0	1	0	0	0
aac	Rv0791c	0	1	0	0	0
aac	Rv0825c	0	1	0	0	0
aac	Rv0830	0	1	0	0	0
aac	Rv0877	0	1	0	0	0
aac	Rv0893c	0	1	0	0	0
aac	Rv0909	0	1	0	0	0
aac	Rv0958	0	1	0	0	0
aac	Rv0965c	0	1	0	0	0
aac	accA2	0	1	0	0	0
aac	ackA	0	1	0	0	0
aac	atsA	0	1	0	0	0
aac	cyp135A1	0	1	0	0	0
aac	cyp135B1	0	1	0	0	0
aac	eccA3	0	1	0	0	0
aac	eccC3	0	1	0	0	0
aac	eccD3	0	1	0	0	0
aac	echA2	0	1	0	0	0
aac	echA3	0	1	0	0	0
aac	echA4	0	1	0	0	0
aac	esxG	0	1	0	0	0
aac	fadD2	0	1	0	0	0
aac	fadD8	0	1	0	0	0
aac	fadE6	0	1	0	0	0
aac	fucA	0	1	0	0	0
aac	galK	0	1	0	0	0
aac	grcC1	0	1	0	0	0
aac	grcC2	0	1	0	0	0
aac	hbhA	0	1	0	0	0
aac	hemC	0	1	0	0	0
aac	htpX	0	1	0	0	0
aac	kmtR	0	1	0	0	0
aac	lpqN	0	1	0	0	0
aac	lpqP	0	1	0	0	0
aac	mce2C	0	1	0	0	0
aac	mce2D	0	1	0	0	0
aac	mgtA	0	1	0	0	0
aac	mmsB	0	1	0	0	0
aac	moaE2	0	1	0	0	0
aac	mutT3	0	1	0	0	0
aac	nusG	0	1	0	0	0
aac	pta	0	1	0	0	0
aac	rpoB	0	1	0	0	0
aac	rskA	0	1	0	0	0
aac	senX3	0	1	0	0	0
aac	sigK	0	1	0	0	0
aac	tam	0	1	0	0	0
aac	thiC	0	1	0	0	0
accA2	grcC2	0	1	0	0	0
accD3	Rv0910	0	1	0	0	0
accD3	Rv0940c	0	1	0	0	0
accD3	Rv0954	0	1	0	0	0
accD3	echA6	1	0	0	0	0
accD3	mku	0	1	0	0	0
accD3	pstA1	0	1	0	0	0
accD3	pstC2	0	1	0	0	0
accD3	rimJ	0	1	0	0	0
ackA	Rv0420c	0	1	0	0	0
ackA	Rv0421c	0	1	0	0	0
ackA	Rv0434	0	1	0	0	0
ackA	Rv0435c	0	1	0	0	0
ackA	Rv0448c	0	1	0	0	0
ackA	Rv0458	0	1	0	0	0
ackA	Rv0459	0	1	0	0	0
ackA	Rv0460	0	1	0	0	0
ackA	Rv0461	0	1	0	0	0
ackA	Rv0463	0	1	0	0	0
ackA	Rv0472c	0	1	0	0	0
ackA	Rv0477	0	1	0	0	0
ackA	Rv0479c	0	1	0	0	0
ackA	Rv0480c	0	1	0	0	0
ackA	Rv0484c	0	1	0	0	0
ackA	Rv0497	0	1	0	0	0
ackA	Rv0516c	0	1	0	0	0
ackA	Rv0525	0	1	0	0	0
ackA	Rv0535	0	1	0	0	0
ackA	Rv0541c	0	1	0	0	0
ackA	Rv0566c	0	1	0	0	0
ackA	Rv0575c	0	1	0	0	0
ackA	Rv0576	0	1	0	0	0
ackA	Rv0580c	0	1	0	0	0
ackA	Rv0600c	0	1	0	0	0
ackA	Rv0658c	0	1	0	0	0
ackA	Rv0669c	0	1	0	0	0
ackA	Rv0686	0	1	0	0	0
ackA	Rv0695	0	1	0	0	0
ackA	Rv0697	0	1	0	0	0
ackA	Rv0712	0	1	0	0	0
ackA	Rv0713	0	1	0	0	0
ackA	Rv0725c	0	1	0	0	0
ackA	Rv0726c	0	1	0	0	0
ackA	Rv0731c	0	1	0	0	0
ackA	Rv0738	0	1	0	0	0
ackA	Rv0756c	0	1	0	0	0
ackA	Rv0791c	0	1	0	0	0
ackA	Rv0825c	0	1	0	0	0
ackA	Rv0830	0	1	0	0	0
ackA	Rv0877	0	1	0	0	0
ackA	Rv0893c	0	1	0	0	0
ackA	Rv0909	0	1	0	0	0
ackA	Rv0958	0	1	0	0	0
ackA	Rv0965c	0	1	0	0	0
ackA	accA2	0	1	0	0	0
ackA	atsA	0	1	0	0	0
ackA	cyp135B1	0	1	0	0	0
ackA	echA2	0	1	0	0	0
ackA	echA3	0	1	0	0	0
ackA	echA4	0	1	0	0	0
ackA	fadD8	0	1	0	0	0
ackA	fucA	0	1	0	0	0
ackA	galK	0	1	0	0	0
ackA	grcC1	0	1	0	0	0
ackA	grcC2	0	1	0	0	0
ackA	hbhA	0	1	0	0	0
ackA	hemC	0	1	0	0	0
ackA	htpX	0	1	0	0	0
ackA	kmtR	0	1	0	0	0
ackA	lpqN	0	1	0	0	0
ackA	lpqP	0	1	0	0	0
ackA	mce2C	0	1	0	0	0
ackA	mce2D	0	1	0	0	0
ackA	mgtA	0	1	0	0	0
ackA	mmsB	0	1	0	0	0
ackA	moaE2	0	1	0	0	0
ackA	mutT3	0	1	0	0	0
ackA	nusG	0	1	0	0	0
ackA	rpoB	0	1	0	0	0
ackA	rskA	0	1	0	0	0
ackA	senX3	0	1	0	0	0
ackA	sigK	0	1	0	0	0
ackA	thiC	0	1	0	0	0
adk	Rv0890c	0	1	0	0	0
adk	Rv0986	0	1	0	0	0
adk	cspB	0	1	0	0	0
adk	cysA2	0	1	0	0	0
adk	mprA	0	1	0	0	0
adk	phoP	0	1	0	0	0
adk	prrA	0	1	0	0	0
aspC	Rv0428c	0	1	0	0	0
aspC	Rv0443	0	1	0	0	0
aspC	Rv0465c	0	1	0	0	0
aspC	Rv0494	0	1	0	0	0
aspC	Rv0508	0	1	0	0	0
aspC	Rv0531	0	1	0	0	0
aspC	Rv0547c	0	1	0	0	0
aspC	Rv0679c	0	1	0	0	0
aspC	Rv0737	0	1	0	0	0
aspC	Rv0775	0	1	0	0	0
aspC	Rv0926c	0	1	0	0	0
aspC	bpoC	0	1	0	0	0
aspC	cysG	0	1	0	0	0
aspC	fadB2	0	1	0	0	0
aspC	gpdA1	0	1	0	0	0
aspC	lpqJ	0	1	0	0	0
aspC	menB	0	1	0	0	0
aspC	mmsA	0	1	0	0	0
aspC	sigL	0	1	0	0	0
atsA	Rv0712	0	1	0	0	0
atsA	Rv0713	0	1	0	0	0
atsA	Rv0725c	0	1	0	0	0
atsA	Rv0726c	0	1	0	0	0
atsA	Rv0731c	0	1	0	0	0
atsA	Rv0738	0	1	0	0	0
atsA	Rv0756c	0	1	0	0	0
atsA	Rv0791c	0	1	0	0	0
atsA	Rv0825c	0	1	0	0	0
atsA	Rv0830	0	1	0	0	0
atsA	Rv0877	0	1	0	0	0
atsA	Rv0893c	0	1	0	0	0
atsA	Rv0909	0	1	0	0	0
atsA	Rv0958	0	1	0	0	0
atsA	Rv0965c	0	1	0	0	0
atsA	accA2	0	1	0	0	0
atsA	fucA	0	1	0	0	0
atsA	grcC2	0	1	0	0	0
atsA	kmtR	0	1	0	0	0
atsA	mmsB	0	1	0	0	0
atsA	moaE2	0	1	0	0	0
bpoC	Rv0679c	0	1	0	0	0
bpoC	Rv0737	0	1	0	0	0
bpoC	Rv0775	0	1	0	0	0
bpoC	Rv0926c	0	1	0	0	0
bpoC	gpdA1	0	1	0	0	0
bpoC	mmsA	0	1	0	0	0
bpoC	sigL	0	1	0	0	0
ccsA	Rv0569	0	1	0	0	0
ccsA	Rv0689c	0	1	0	0	0
ccsA	Rv0792c	0	1	0	0	0
ccsA	Rv0852	0	1	0	0	0
ccsA	mce2R	0	1	0	0	0
ccsA	pepD	0	1	0	0	0
ccsA	prrB	0	1	0	0	0
ccsA	vapB30	0	1	0	0	0
cfp29	Rv0801	0	1	0	0	0
cfp29	Rv0813c	0	1	0	0	0
cfp29	Rv0818	0	1	0	0	0
cfp29	Rv0849	0	1	0	0	0
cfp29	Rv0879c	0	1	0	0	0
cfp29	Rv0880	0	1	0	0	0
cfp29	Rv0885	0	1	0	0	0
cfp29	Rv0887c	0	1	0	0	0
cfp29	Rv0895	0	1	0	0	0
cfp29	Rv0910	0	1	0	0	0
cfp29	Rv0940c	0	1	0	0	0
cfp29	Rv0954	0	1	0	0	0
cfp29	accD3	0	1	0	0	0
cfp29	citA	0	1	0	0	0
cfp29	gltA2	0	1	0	0	0
cfp29	lpqS	0	1	0	0	0
cfp29	mku	0	1	0	0	0
cfp29	moaA2	0	1	0	0	0
cfp29	moaD2	0	1	0	0	0
cfp29	pstA1	0	1	0	0	0
cfp29	pstC2	0	1	0	0	0
cfp29	purF	0	1	0	0	0
cfp29	purM	0	1	0	0	0
cfp29	rimJ	0	1	0	0	0
citA	Rv0895	0	1	0	0	0
citA	Rv0910	0	1	0	0	0
citA	Rv0940c	0	1	0	0	0
citA	Rv0954	0	1	0	0	0
citA	accD3	0	1	0	0	0
citA	gltA2	0	1	0	0	0
citA	mku	0	1	0	0	0
citA	pstA1	0	1	0	0	0
citA	pstC2	0	1	0	0	0
citA	rimJ	0	1	0	0	0
clpB	Rv0401	0	1	0	0	0
clpB	Rv0730	0	1	0	0	0
clpB	Rv0991c	0	1	0	0	0
clpB	hadB	0	1	0	0	0
clpB	mscL	0	1	0	0	0
clpB	narL	0	1	0	0	0
clpB	regX3	0	1	0	0	0
clpB	rplB	0	1	0	0	0
clpB	rpmD	0	1	0	0	0
clpB	rpsL	0	1	0	0	0
clpB	tcrA	0	1	0	0	0
cmaA2	Rv0504c	1	0	0	0	0
cmaA2	Rv0890c	0	1	0	0	0
cmaA2	Rv0986	0	1	0	0	0
cmaA2	adk	0	1	0	0	0
cmaA2	cspB	0	1	0	0	0
cmaA2	cysA2	0	1	0	0	0
cmaA2	hadA	0	1	0	0	0
cmaA2	hadC	0	1	0	0	0
cmaA2	mmaA1	1	1	0	0	0
cmaA2	mmaA2	1	1	0	0	0
cmaA2	mmaA3	1	1	0	0	0
cmaA2	mmaA4	1	1	0	0	0
cmaA2	mprA	0	1	0	0	0
cmaA2	phoP	0	1	0	0	0
cmaA2	prrA	0	1	0	0	0
cmaA2	rplA	0	1	0	0	0
cmaA2	rplE	0	1	0	0	0
cmaA2	rplF	0	1	0	0	0
cmaA2	rplK	0	1	0	0	0
cmaA2	rplL	0	1	0	0	0
cmaA2	rplP	0	1	0	0	0
cmaA2	rplW	0	1	0	0	0
cmaA2	rplX	0	1	0	0	0
cmaA2	rpsE	0	1	0	0	0
cmaA2	rpsG	0	1	0	0	0
cmaA2	rpsH	0	1	0	0	0
cmaA2	rpsJ	0	1	0	0	0
cmaA2	rpsS	0	1	0	0	0
cmaA2	secY	0	1	0	0	0
cmaA2	tuf	0	1	0	0	0
csoR	ctpV	0	1	0	0	0
csoR	moaB2	0	1	0	0	0
cspB	Rv0890c	0	1	0	0	0
cspB	Rv0986	0	1	0	0	0
cspB	mprA	0	1	0	0	0
cspB	prrA	0	1	0	0	0
cspB	sucD	0	0	0	1	0
ctpA	Rv0128	0	1	0	0	0
ctpA	Rv0177	0	1	0	0	0
ctpA	Rv0190	0	1	0	0	0
ctpA	Rv0192	0	1	0	0	0
ctpA	Rv0203	0	1	0	0	0
ctpA	Rv0227c	0	1	0	0	0
ctpA	Rv0245	0	1	0	0	0
ctpA	Rv0258c	0	1	0	0	0
ctpA	Rv0264c	0	1	0	0	0
ctpA	Rv0309	0	1	0	0	0
ctpA	Rv0313	0	1	0	0	0
ctpA	Rv0412c	0	1	0	0	0
ctpA	Rv0426c	0	1	0	0	0
ctpA	Rv0431	0	1	0	0	0
ctpA	Rv0455c	0	1	0	0	0
ctpA	Rv0464c	0	1	0	0	0
ctpA	Rv0474	0	1	0	0	0
ctpA	Rv0476	0	1	0	0	0
ctpA	Rv0498	0	1	0	0	0
ctpA	Rv0513	0	1	0	0	0
ctpA	Rv0514	0	1	0	0	0
ctpA	Rv0530	0	1	0	0	0
ctpA	Rv0556	0	1	0	0	0
ctpA	Rv0759c	0	1	0	0	0
ctpA	Rv0767c	0	1	0	0	0
ctpA	Rv0810c	0	1	0	0	0
ctpA	Rv0814c	0	1	0	0	0
ctpA	Rv0870c	0	1	0	0	0
ctpA	Rv0898c	0	1	0	0	0
ctpA	csoR	0	1	0	0	0
ctpA	ctpB	0	1	0	0	0
ctpA	ctpV	0	1	0	0	0
ctpA	echA1	0	1	0	0	0
ctpA	echA6	0	1	0	0	0
ctpA	fadE5	0	1	0	0	0
ctpA	galE2	0	1	0	0	0
ctpA	glnH	0	1	0	0	0
ctpA	hemA	0	1	0	0	0
ctpA	ilvD	0	1	0	0	0
ctpA	ldtA	0	1	0	0	0
ctpA	mce1B	0	1	0	0	0
ctpA	mmpL1	0	1	0	0	0
ctpA	mmpL2	0	1	0	0	0
ctpA	mmpL4	0	1	0	0	0
ctpA	mmpL5	0	1	0	0	0
ctpA	moaB2	0	1	0	0	0
ctpA	mog	0	1	0	0	0
ctpA	phoT	0	1	0	0	0
ctpA	phoY2	0	1	0	0	0
ctpA	pntAa	0	1	0	0	0
ctpA	pstB	0	1	0	0	0
ctpA	rmlA	0	1	0	0	0
ctpA	rpsQ	0	1	0	0	0
ctpA	rslA	0	1	0	0	0
ctpA	yrbE1A	0	1	0	0	0
ctpA	yrbE2A	0	1	0	0	0
ctpB	Rv0128	0	1	0	0	0
ctpB	Rv0177	0	1	0	0	0
ctpB	Rv0190	0	1	0	0	0
ctpB	Rv0192	0	1	0	0	0
ctpB	Rv0203	0	1	0	0	0
ctpB	Rv0227c	0	1	0	0	0
ctpB	Rv0245	0	1	0	0	0
ctpB	Rv0258c	0	1	0	0	0
ctpB	Rv0264c	0	1	0	0	0
ctpB	Rv0309	0	1	0	0	0
ctpB	Rv0313	0	1	0	0	0
ctpB	Rv0412c	0	1	0	0	0
ctpB	Rv0426c	0	1	0	0	0
ctpB	Rv0431	0	1	0	0	0
ctpB	Rv0455c	0	1	0	0	0
ctpB	Rv0464c	0	1	0	0	0
ctpB	Rv0474	0	1	0	0	0
ctpB	Rv0476	0	1	0	0	0
ctpB	Rv0498	0	1	0	0	0
ctpB	Rv0513	0	1	0	0	0
ctpB	Rv0514	0	1	0	0	0
ctpB	Rv0530	0	1	0	0	0
ctpB	Rv0556	0	1	0	0	0
ctpB	Rv0759c	0	1	0	0	0
ctpB	Rv0767c	0	1	0	0	0
ctpB	Rv0810c	0	1	0	0	0
ctpB	Rv0814c	0	1	0	0	0
